Name,MeasurementUnit,ProductGroup,STOCK,Barcode,Cost,Supplier,Price,Image,SKU, stock minimo,LowStockWarning,PreferredQuantity,WarningQuantity,IsUsingDefaultQuantity
ALMIDON DE MAIZ,Kilogramo,ALMIDONES - PREMEZCLAS - AVENA,29,8197624879623,1410,PUNTO CANDY,3000,,1,2,1,5,2,0
ARROZ 0000,Kilogramo,CEREALES - LEGUMBRES,4,8357284486566,1148.52,BIOMEGA,2800,,2,2,1,5,2,0
ARROZ CARNAROLI,Kilogramo,CEREALES - LEGUMBRES,2,2412301932313,4098,BIOMEGA,6500,,3,1,1,5,2,0
ARROZ INTEGRAL,Kilogramo,CEREALES - LEGUMBRES,5,8357684486562,1546,PUNTO CANDY,3200,,4,1,1,5,2,0
ARROZ KOSHIHIKARI (SUSHI),Kilogramo,CEREALES - LEGUMBRES,0,8565109397717,2280,PUNTO CANDY,5700,,5,1,1,5,2,0
ARROZ YAMANI,Kilogramo,CEREALES - LEGUMBRES,1.85,8378218647518,1920,BIOMEGA,3800,,6,1,1,5,2,0
ARROZ YAMANI INTEGRAL,Kilogramo,CEREALES - LEGUMBRES,1,8682271113478,2260,ORGANICA,5000,,7,1,1,5,2,0
ARVEJA ENTERA,Kilogramo,CEREALES - LEGUMBRES,8.9,8534200013482,786.24,ORGANICA,1800,,8,1,1,5,2,0
ARVEJA PARTIDA,Kilogramo,CEREALES - LEGUMBRES,7.7,8402455658119,1145.2,ORGANICA,2600,,9,1,1,5,2,0
AVENA INSTANTANEA,Kilogramo,ALMIDONES - PREMEZCLAS - AVENA,4.73,8590408676171,1456,PUNTO CANDY,3000,,10,1,1,5,2,0
AVENA TRADICIONAL,Kilogramo,ALMIDONES - PREMEZCLAS - AVENA,26.77,8422138699178,1456,PUNTO CANDY,3000,,11,1,1,5,2,0
CEBADA PERLADA,Kilogramo,CEREALES - LEGUMBRES,7.93,8131209244864,1441.45,ORGANICA,3500,,12,1,1,5,2,0
FARIÑA,Kilogramo,CEREALES - LEGUMBRES,4.99,8032084971244,3326,BIOMEGA,5000,,13,1,1,5,2,0
FECULA DE MANDIOCA,Kilogramo,ALMIDONES - PREMEZCLAS - AVENA,19.34,7811200743337,1190,PUNTO CANDY,3000,,14,1,1,5,2,0
GARBANZO,Kilogramo,CEREALES - LEGUMBRES,2,8159663275064,1435,PUNTO CANDY,3900,,15,1,1,5,2,0
GERMEN DE TRIGO,Kilogramo,CEREALES - LEGUMBRES,6.65,8767325083140,1030,PUNTO CANDY,2700,,16,,1,3,1,0
HARINA DE ALGARROBA,Kilogramo,HARINAS,6,8041357784658,2057,PUNTO CANDY,7000,,17,,1,3,1,0
HARINA DE ALMENDRAS CON PIEL PURA,Kilogramo,HARINAS,2,8757269412519,16075,ORGANICA,25000,,18,,1,3,1,0
HARINA DE ALMENDRAS - REBAJADA,Kilogramo,HARINAS,5,7939314389811,3260,ORGANICA,6300,,19,,1,5,2,0
HARINA DE ALMENDRAS SIN PIEL PURA,Kilogramo,HARINAS,0.8,8338628075820,19090.25,ORGANICA,29000,,20,,1,3,1,0
HARINA DE ARROZ,Kilogramo,HARINAS,2.483,7961971722373,1173,PUNTO CANDY,2900,,21,,1,5,2,0
HARINA DE ARVEJA,Kilogramo,HARINAS,5.2,7946344229314,1500,PUNTO CANDY,5000,,22,,1,2,1,0
HARINA DE AVENA,Kilogramo,HARINAS,2.38,8084940811638,1430,PUNTO CANDY,4000,,23,,1,5,2,0
HARINA DE CENTENO,Kilogramo,HARINAS,11.58,8278984708003,1776.4,ORGANICA,3000,,24,,1,5,2,0
HARINA DE COCO,Kilogramo,HARINAS,5.5,8162992466454,3370,ORGANICA,7000,,25,,1,5,2,0
HARINA DE GARBANZO,Kilogramo,HARINAS,2.6,8162992466447,1008,PUNTO CANDY,2800,,26,,1,5,2,0
HARINA DE LENTEJA,Kilogramo,HARINAS,3.1,8309744757907,1650,PUNTO CANDY,6000,,27,,1,2,1,0
HARINA DE MAIZ,Kilogramo,HARINAS,3.98,8190194743752,580,MAITEN,1900,,28,,1,2,1,0
HARINA DE MAIZ - SOPA PARAGUAYA,Kilogramo,HARINAS,3.05,7898228759373,1150,PUNTO CANDY,2500,,29,,1,5,2,0
HARINA DE MAIZ BLANCO,Kilogramo,HARINAS,3.2,7898228759397,2174,BIOMEGA,3700,,30,,1,2,1,0
HARINA DE QUINOA DOY PACK - NATURAL SEED 250GR,Unidad,HARINAS,3,7798180790196,2966.7,ORGANICA,5000,,31,,1,3,1,1
HARINA DE SOJA,Kilogramo,HARINAS,10.45,7966111159408,850,PUNTO CANDY,2900,,32,,1,2,1,0
HARINA DE TRIGO SARRACENO,Kilogramo,HARINAS,5.11,7790563343753,3060.4,ORGANICA,5500,,33,,1,5,2,0
HARINA INTEGRAL FINA,Kilogramo,HARINAS,5.34,8235940669556,605,PUNTO CANDY,2000,,34,,1,5,2,0
HARINA INTEGRAL GRUESA,Kilogramo,HARINAS,0,7896267740581,916,ORGANICA,2000,,35,,1,5,2,0
HARINA PROTEICA GLUTINADA,Kilogramo,HARINAS,11.59,8554963290241,1374,ORGANICA,2500,,36,,1,2,1,0
LENTEJA - 5.5mm,Kilogramo,CEREALES - LEGUMBRES,20.4,7821511477371,1844,BIOMEGA,3900,,37,,1,5,2,0
LENTEJA TURCA - PELADA,Kilogramo,CEREALES - LEGUMBRES,1.2,8407804771525,5120,EL CASTAÑO,7900,,38,,1,5,2,0
LENTEJON,Kilogramo,CEREALES - LEGUMBRES,2.8,7807538756217,2883,PUNTO CANDY,5800,,39,,1,5,2,0
MAIZ PISADO BLANCO,Kilogramo,CEREALES - LEGUMBRES,7.6,8489150806977,2250,PUNTO CANDY,3500,,40,,1,2,1,0
MAIZ PISADO COLORADO,Kilogramo,CEREALES - LEGUMBRES,5,8003940101167,910,PUNTO CANDY,2000,,41,,1,2,1,0
MAIZ PISINGALLO,Kilogramo,CEREALES - LEGUMBRES,2.1,8271578746016,977,PUNTO CANDY,2000,,42,,1,2,1,0
MALTA TOSTADA,Kilogramo,CEREALES - LEGUMBRES,4.88,8175748340168,5400,,8200,,43,,1,2,1,0
POROTO ADUKI,Kilogramo,CEREALES - LEGUMBRES,3.9,8565713079955,1986,PUNTO CANDY,3800,,44,,1,3,1,0
POROTO ALUBIA,Kilogramo,CEREALES - LEGUMBRES,2.87,8574472837164,2080,PUNTO CANDY,4500,,45,,1,3,1,0
POROTO CANELA,Kilogramo,CEREALES - LEGUMBRES,6,8410610893480,1620,,3400,,46,,1,3,1,0
POROTO COLORADO,Kilogramo,CEREALES - LEGUMBRES,9.7,8097465832620,2606,ORGANICA,4500,,47,,1,3,1,0
POROTO DE SOJA,Kilogramo,CEREALES - LEGUMBRES,5.5,8361101840936,790,PUNTO CANDY,1800,,48,,1,3,1,0
POROTO MUNG,Kilogramo,CEREALES - LEGUMBRES,3,8546844143944,1925,PUNTO CANDY,3900,,49,,1,3,1,0
POROTO NEGRO,Kilogramo,CEREALES - LEGUMBRES,9.3,7809146106057,2050,PUNTO CANDY,4000,,50,,1,3,1,0
POROTO PALLARES,Kilogramo,CEREALES - LEGUMBRES,7.9,8577242677427,5320,PUNTO CANDY,8000,,51,,1,3,1,0
POROTO REGINA,Kilogramo,CEREALES - LEGUMBRES,2.5,8390591121409,2586,MAITEN,4900,,52,,1,3,1,0
POROTO TAPE,Kilogramo,CEREALES - LEGUMBRES,6.1,8568017680452,1890,PUNTO CANDY,4000,,53,,1,3,1,0
PREMEZCLA PAN DULCE,Kilogramo,ALMIDONES - PREMEZCLAS - AVENA,3.55,7874845325924,1696.5,MAITEN,3500,,54,,1,5,2,0
SALVADO DE AVENA,Kilogramo,ALMIDONES - PREMEZCLAS - AVENA,11.87,8523960364576,1456,PUNTO CANDY,2900,,55,,1,5,2,0
SALVADO DE TRIGO FINO,Kilogramo,CEREALES - LEGUMBRES,0.8,8081364123088,669,PUNTO CANDY,2000,,56,,1,5,2,0
SEMOLA DE TRIGO,Kilogramo,ALMIDONES - PREMEZCLAS - AVENA,9.63,7946212876862,1885,MAITEN,3400,,57,,1,5,2,0
SEMOLIN DE TRIGO,Kilogramo,ALMIDONES - PREMEZCLAS - AVENA,4.16,8025253433759,1010,PUNTO CANDY,2700,,58,,1,5,2,0
SOJA TEXTURIZADA FINA,Kilogramo,CEREALES - LEGUMBRES,3.94,8447435963159,1490,PUNTO CANDY,3000,,59,,1,5,2,0
SOJA TEXTURIZADA GRUESA,Kilogramo,CEREALES - LEGUMBRES,3.3,8588774242847,1490,PUNTO CANDY,3000,,60,,1,5,2,0
TRIGO BURGOL,Kilogramo,CEREALES - LEGUMBRES,3.9,8625037103535,1650,PUNTO CANDY,3500,,61,,1,5,2,0
ALMENDRAS,Kilogramo,FRUTOS SECOS,0.8,7921859352450,18900,PUNTO CANDY,28000,,62,,1,3,1,0
AVELLANAS,Kilogramo,FRUTOS SECOS,2,8651706724862,20610,AVELLAN,30000,,63,,1,3,1,0
BERRY MIX,Kilogramo,FRUTOS SECOS,1.5,8624603609952,6095,,17000,,64,,1,3,1,0
CASTAÑAS DE CAJU,Kilogramo,FRUTOS SECOS,2,8176229297582,11800,PUNTO CANDY,22000,,65,,1,3,1,0
MANI CERVECERO JAMON,Kilogramo,FRUTOS SECOS,1,8737149442447,3307.5,TREGAR,7000,,66,,1,2,1,0
MANI CERVECERO PROVENZAL,Kilogramo,FRUTOS SECOS,0,8017033522883,3307.5,TREGAR,7000,,67,,1,2,1,0
MANI CERVECERO QUESO,Kilogramo,FRUTOS SECOS,0,8154257512099,3307.5,TREGAR,7000,,68,,1,2,1,0
MANI CERVECERO SALAME,Kilogramo,FRUTOS SECOS,0,8737262894253,3307.5,TREGAR,7000,,69,,1,2,1,0
MANI CON CASCARA,Kilogramo,FRUTOS SECOS,0.75,8570890842285,3307.5,TREGAR,7000,,70,,1,1,0.5,0
MANI CON SAL,Kilogramo,FRUTOS SECOS,3,8641300444167,2650,PUNTO CANDY,7000,,71,,1,5,2,0
MANI JAPONES,Kilogramo,FRUTOS SECOS,0,8189727260200,3307.5,TREGAR,7000,,72,,1,2,1,0
MANI SIN SAL,Kilogramo,FRUTOS SECOS,21,8239597448151,2550,PUNTO CANDY,7000,,73,,1,5,2,0
MIX CERVECERO,Kilogramo,FRUTOS SECOS,3,8440848444468,7200,BIOMEGA,18000,,74,,1,5,2,0
"MIX CLASICO C/ MANI - (PASAS RUBIAS, NEGRAS, CAJU, NUEZ, ALMENDRAS)",Kilogramo,FRUTOS SECOS,3,8093385375391,7050,BIOMEGA,16000,,75,,1,5,2,0
"MIX CLASICO S/ MANI - (PASAS RUBIAS, NEGRAS, CAJU, NUEZ, ALMENDRAS)",Kilogramo,FRUTOS SECOS,3,7809026089906,11065,ORGANICA,19000,,76,,1,5,2,0
MIX DE SEMILLAS,Kilogramo,SEMILLAS,2,7874006227616,2395.2,ORGANICA,6300,,77,,1,5,2,0
"MIX ECONOMICO FRUTOS SECOS (MANI, ALMENDRAS, NUEZ, PASAS NEGRAS)",Kilogramo,FRUTOS SECOS,6,7837793364308,7800,ORGANICA,16000,,78,,1,5,2,0
MIX DE SEMILLA ENSALADAS,Kilogramo,SEMILLAS,0.5,8523831181646,3247,MAITEN,9000,,79,,1,3,1,0
MIX PAN DULCE,Kilogramo,FRUTOS SECOS,2,8584831302691,10143.96,,17000,,80,,1,3,1,0
"MIX SECO C/ MANI - PREMIUM (AVELLANAS, NUEZ, CAJU, ALMENDRAS, MANI)",Kilogramo,FRUTOS SECOS,4,8640405733282,16205.75,BIOMEGA,26000,,81,,1,5,2,0
"MIX SECO S/ MANI - PREMIUM (AVELLANAS, NUEZ, CAJU, ALMENDRAS)",Kilogramo,FRUTOS SECOS,3,8195369927111,18360.2,ORGANICA,29000,,82,,1,5,2,0
MIX TROPICAL,Kilogramo,FRUTOS SECOS,3,8338383605249,8210,BIOMEGA,17000,,83,,1,5,2,0
NUEZ MARIPOSA,Kilogramo,FRUTOS SECOS,2,8500435005868,18980,PUNTO CANDY,28000,,84,,1,3,1,0
NUEZ PECAN,Kilogramo,FRUTOS SECOS,2.75,7803376741934,20983,ORGANICA,30000,,85,,1,3,1,0
PISTACHOS SALADOS CON CASCARA,Kilogramo,FRUTOS SECOS,1,8244524426720,30420,AVELLAN,45000,,86,,1,2,1,0
SEMILLA DE ALPISTE,Kilogramo,SEMILLAS,4,8641828230532,3000,,6000,,87,,1,1,0.5,0
SEMILLA DE AMAPOLA,Kilogramo,SEMILLAS,0.9,7972860577325,9370,AVELLAN,17000,,88,,1,1,0.5,0
SEMILLA DE AMARANTO,Kilogramo,SEMILLAS,1,8392330634584,5082,PUNTO CANDY,9500,,89,,1,1,0.5,0
SEMILLA DE CHIA,Kilogramo,SEMILLAS,2.9,8206016047721,3375,PUNTO CANDY,9000,,90,,1,5,2,0
SEMILLA DE CHIA MOLIDA (HARINA),Kilogramo,SEMILLAS,2.6,7934219389164,2703,ORGANICA,8000,,91,,1,5,2,0
SEMILLA DE ENELDO,Kilogramo,SEMILLAS,1,8102505101885,13964,MAITEN,22000,,92,,1,1,0.5,0
SEMILLA DE GIRASOL,Kilogramo,SEMILLAS,4,8109626188573,2680,PUNTO CANDY,6000,,93,,1,5,2,0
SEMILLA DE LINO,Kilogramo,SEMILLAS,2.5,8379766581835,1237.6,MAITEN,3000,,94,,1,5,2,0
SEMILLA DE LINO MOLIDO (HARINA),Kilogramo,SEMILLAS,4,8207721266032,1590,PUNTO CANDY,3800,,95,,1,5,2,0
SEMILLA DE MIJO PELADO,Kilogramo,SEMILLAS,7.6,8161756169235,1240,,3000,,96,,1,1,0.5,0
SEMILLA DE QUINOA,Kilogramo,SEMILLAS,1,8686722838637,6925.3,BIOMEGA,12000,,97,,1,3,1,0
SEMILLA DE ZAPALLO,Kilogramo,SEMILLAS,1,8444491969750,10350,BIOMEGA,22000,,98,,1,2,1,0
SEMILLA SESAMO BLANCO,Kilogramo,SEMILLAS,1,8460083132128,5467,PUNTO CANDY,12000,,99,,1,2,1,0
SEMILLA SESAMO INTEGRAL,Kilogramo,SEMILLAS,2.7,8561079350950,3281.62,BIOMEGA,8000,,100,,1,2,1,0
SEMILLA SESAMO NEGRO,Kilogramo,SEMILLAS,2,8460083132135,6810.3,BIOMEGA,13000,,101,,1,2,1,0
SEMILLAS DESAYUNO - YIN Y YANG - DOY PACK,Unidad,SEMILLAS,2,7790495005200,611,BIOMEGA,1400,,102,,1,5,2,1
SEMILLAS ENSALADA - YIN Y YANG - DOY PACK,Unidad,SEMILLAS,6,7790495005194,575.73,BIOMEGA,1400,,103,,1,5,2,1
SEMILLAS MIX ENSALADAS- DOY PACK CUMANA,Unidad,SEMILLAS,6,7791885412127,1395,BIOMEGA,3000,,104,,1,5,2,1
SEMILLAS MIX ORIENTAL - DOY PACK CUMANA,Unidad,SEMILLAS,6,7791885412196,1835.2,BIOMEGA,3800,,105,,1,5,2,1
ARANDANOS,Kilogramo,FRUTAS DESHIDRATADAS,2,8411494164468,11390,PUNTO CANDY,22000,,106,,1,2,1,0
CHIP DE BANANA,Kilogramo,FRUTAS DESHIDRATADAS,5.3,8476243653334,6136,DARRONA,12000,,107,,1,2,1,0
CIRUELA BOMBON SIN CAROZO ,Kilogramo,FRUTAS DESHIDRATADAS,2,8154024377623,5875,PUNTO CANDY,11000,,108,,1,5,2,0
CIRUELA PRESIDENTE,Kilogramo,FRUTAS DESHIDRATADAS,1,8380077364949,4640,PUNTO CANDY,11000,,109,,1,5,2,0
DATILES EGIPTO - SIN CAROZO,Kilogramo,FRUTAS DESHIDRATADAS,5,8477235703938,6220,DARRONA,14000,,110,,1,5,2,0
FRUTA ESCURRIDA,Kilogramo,FRUTAS DESHIDRATADAS,8.9,7794134738160,2482,BIOMEGA,9000,,111,,1,2,1,0
FRUTA NEVADA,Kilogramo,FRUTAS DESHIDRATADAS,2,8395282088603,3600,MAITEN,9000,,112,,1,2,1,0
HIGOS TURCOS,Kilogramo,FRUTAS DESHIDRATADAS,1,8470693255681,21192,DARRONA,33000,,113,,1,1,0.5,0
MIX DE FRUTAS S/ CAROZO,Kilogramo,FRUTAS DESHIDRATADAS,1.5,8021861416283,6235,MAITEN,15000,,114,,1,3,1,0
PAPAYA,Kilogramo,FRUTAS DESHIDRATADAS,0.75,8327834680362,5950,ORGANICA,11000,,115,,1,1,0.5,0
PASAS DE UVA SULTANINAS,Kilogramo,FRUTAS DESHIDRATADAS,4,7805153913411,3250,PUNTO CANDY,8000,,116,,1,5,2,0
PASAS DE UVA JUMBO,Kilogramo,FRUTAS DESHIDRATADAS,2.9,8066177242577,4200,PUNTO CANDY,10000,,117,,1,5,2,0
PASAS DE UVA RUBIAS,Kilogramo,FRUTAS DESHIDRATADAS,1.5,8234497707605,7150,PUNTO CANDY,15000,,118,,1,3,1,0
PERAS,Kilogramo,FRUTAS DESHIDRATADAS,1.95,8558892697768,8850,PUNTO CANDY,18000,,119,,1,3,1,0
ALMENDRAS C/ CHOCOLATE,Kilogramo,FRUTOS SECOS,1,8316321596804,29820,BIOMEGA,45000,,120,,1,1,0.5,0
ALMENDRAS C/ CHOCOLATE BLANCO,Kilogramo,FRUTOS SECOS,0.84,7856758182634,29820,BIOMEGA,45000,,121,,1,1,0.5,0
ARANDANOS C/ CHOCOLATE (CRANBERRY),Kilogramo,FRUTAS DESHIDRATADAS,0.75,7988410225820,22030,BIOMEGA,36000,,122,,1,1,0.5,0
AZUCAR DE COCO,Kilogramo,ENDULZANTE,0,8647870891998,20213.32,BIOMEGA,34000,,123,,1,1,0.5,0
AZUCAR IMPALPABLE,Kilogramo,ENDULZANTE,2,8546349142749,1520,PUNTO CANDY,3800,,124,,1,1,0.5,0
AZUCAR MASCABO,Kilogramo,ENDULZANTE,3,8007570924332,2250,PUNTO CANDY,5000,,125,,1,5,2,0
AZUCAR NEGRA,Kilogramo,ENDULZANTE,3,8604003325812,1980,MAITEN,3700,,126,,1,1,0.5,0
AZUCAR RUBIA,Kilogramo,ENDULZANTE,2,7867751450668,1980,MAITEN,3700,,127,,1,1,0.5,0
BICARBONATO,Kilogramo,REPOSTERIA,0.8,7920133094673,2238,BIOMEGA,4400,,128,,1,2,1,0
CACAO AMARGO,Kilogramo,REPOSTERIA,0.6,8257896082166,9980,PUNTO CANDY,24000,,129,,1,5,2,0
CACAO DULCE,Kilogramo,REPOSTERIA,1,8180912444962,8000,,12000,,130,,1,1,0.5,0
CASCARILLA DE CACAO,Kilogramo,REPOSTERIA,0.47,8347362166220,4495,MAITEN,9500,,131,,1,1,0.5,0
CHIP DE CHOCOLATE,Kilogramo,REPOSTERIA,1.65,7925330045558,7206,ORGANICA,14000,,132,,1,2,1,0
COCO EN ESCAMAS,Kilogramo,REPOSTERIA,2.5,7863544352614,9670,BIOMEGA,19000,,133,,1,1,0.5,0
COCO RALLADO,Kilogramo,REPOSTERIA,2.18,8534905454290,6515,BIOMEGA,14000,,134,,1,3,1,0
CREMA CHANTILLY,Kilogramo,REPOSTERIA,0.45,8004153015630,12390,MAITEN,23000,,135,,1,1,0.5,0
CREMOR TARTARO,Kilogramo,REPOSTERIA,,,16000,,28000,,136,,1,1,0.5,0
ERITRITOL,Kilogramo,ENDULZANTE,1,7883656870844,15750,MERCADO LIBRE,26000,,137,,1,2,1,0
GARRAPIÑADAS ,Kilogramo,FRUTOS SECOS,1,8513207649740,3712,BIOMEGA,7000,,138,,1,1,0.5,0
GELATINA SIN SABOR,Kilogramo,REPOSTERIA,0.4,8631711278710,16215,PUNTO CANDY,35000,,139,,1,1,0.5,0
GLUTEN PURO,Kilogramo,REPOSTERIA,2.6,8157883849263,8955,PUNTO CANDY,18000,,140,,1,1,0.5,0
GOMA XANTICA,Kilogramo,REPOSTERIA,1,8637956187541,29120,PUNTO CANDY,45000,,141,,1,1,0.5,0
LECHE DE COCO EN POLVO,Kilogramo,REPOSTERIA,1,8045230770745,19800,BIOMEGA,34000,,142,,1,1,0.5,0
MANI C/ CHOCOLATE,Kilogramo,FRUTOS SECOS,0.9,7970920486181,14630,BIOMEGA,28000,,143,,1,1,0.5,0
POLVO DE HORNEAR,Kilogramo,REPOSTERIA,2.5,8312780464395,4112,MAITEN,9500,,144,,1,2,1,0
PSYLLIUM,Kilogramo,REPOSTERIA,0.3,8185490702619,38595,PUNTO CANDY,55000,,145,,1,1,0.5,0
STEVIA EN POLVO,Kilogramo,ENDULZANTE,0,7864617428212,15570,BIOMEGA,27000,,146,,1,1,0.5,0
XILITOL,Kilogramo,ENDULZANTE,3,8094596694875,19000,MERCADO LIBRE,28000,,147,,1,2,1,0
ADOBO PARA PIZZA,Kilogramo,ESPECIAS,6,8489718150207,6960,MAITEN,12500,,148,,1,1,0.5,0
AJI CAYENA AMARILLO EN POLVO,Kilogramo,ESPECIAS,0.6,8675252772887,7211.2,MAITEN,16000,,149,,1,1,0.5,0
AJI CAYENA AMARILLO MOLIDO,Kilogramo,ESPECIAS,1,8321155558997,7211.2,MAITEN,16000,,150,,1,1,0.5,0
AJI MOLIDO,Kilogramo,ESPECIAS,1,7911367678234,7688,ORGANICA,17000,,151,,1,1,0.5,0
AJO EN POLVO,Kilogramo,ESPECIAS,1.5,8332763288459,6776,PUNTO CANDY,13000,,152,,1,1,0.5,0
AJO TRITURADO,Kilogramo,ESPECIAS,1.5,8050801704166,8178,MAITEN,16000,,153,,1,1,0.5,0
ALBAHACA,Kilogramo,ESPECIAS,1.5,7989822557646,8456.76,ORGANICA,17000,,154,,1,1,0.5,0
ANIS EN GRANO,Kilogramo,ESPECIAS,1.5,7952582715489,9550,MAITEN,17000,,155,,1,1,0.5,0
CANELA MOLIDA,Kilogramo,ESPECIAS,1.9,8749770769671,9200,MAITEN,16000,,156,,1,1,0.5,0
CEBOLLA DESHIDRATADA,Kilogramo,ESPECIAS,0.8,8358326203516,8980,PUNTO CANDY,18000,,157,,1,1,0.5,0
CEBOLLA EN POLVO,Kilogramo,ESPECIAS,0,8185808924610,6350,PUNTO CANDY,15000,,158,,1,1,0.5,0
CHIMICHURRI,Kilogramo,ESPECIAS,5.4,8546363934061,8155,PUNTO CANDY,15000,,159,,1,1,0.5,0
CLAVO DE OLOR,Kilogramo,ESPECIAS,0.8,8464698807341,,MAITEN,,,160,,1,1,0.5,0
CLAVO DE OLOR MOLIDO,Kilogramo,ESPECIAS,0.6,8245355738747,,MAITEN,19000,,161,,1,1,0.5,0
COMINO,Kilogramo,ESPECIAS,2.5,8440173423336,3876.26,BIOMEGA,8500,,162,,1,1,0.5,0
CONDIMENTO PARA AVES,Kilogramo,ESPECIAS,0.48,8000610040894,11390,ORGANICA,18000,,163,,1,1,0.5,0
CONDIMENTO PARA CARNES,Kilogramo,ESPECIAS,0.55,7809514286145,,,18000,,164,,1,1,0.5,0
CONDIMENTO PARA EMPANADAS CON COMINO,Kilogramo,ESPECIAS,1,8224185174819,12203,ORGANICA,18000,,165,,1,1,0.5,0
CORIANDRO,Kilogramo,ESPECIAS,0.7,8639404467182,1740,MAITEN,4000,,166,,1,1,0.5,0
CURCUMA,Kilogramo,ESPECIAS,1,8208491970563,3861.1,BIOMEGA,12000,,167,,1,3,1,0
CURRY,Kilogramo,ESPECIAS,0.5,8216309318179,5132,BIOMEGA,12000,,168,,1,1,0.5,0
ESPECIAS SURTIDAS,Kilogramo,ESPECIAS,1,8349796657107,7865,ORGANICA,14000,,169,,1,1,0.5,0
FENOGRECO,Kilogramo,ESPECIAS,0.79,8375157325682,7790,PUNTO CANDY,13000,,170,,1,1,0.5,0
HONGO DE PINO,Kilogramo,ESPECIAS,0.17,7885583333324,,,25000,,171,,1,1,0.5,0
JENGIBRE MOLIDO,Kilogramo,ESPECIAS,1.9,7857406065491,6085,PUNTO CANDY,16000,,172,,1,1,0.5,0
JENGIBRE RAIZ,Kilogramo,ESPECIAS,0.7,8286652968819,5490,PUNTO CANDY,21000,,173,,1,1,0.5,0
JULIANA PARA SOPA,Kilogramo,ESPECIAS,1,8635720495038,17248,ORGANICA,27000,,174,,1,1,0.5,0
MOSTAZA EN GRANO,Kilogramo,ESPECIAS,1.7,8515213253553,6800,PUNTO CANDY,15000,,175,,1,1,0.5,0
MOSTAZA MOLIDA,Kilogramo,ESPECIAS,1,8698128726463,4490,PUNTO CANDY,12000,,176,,1,1,0.5,0
NUEZ MOSCADA,Kilogramo,ESPECIAS,0,8133777175472,7006.2,BIOMEGA,15000,,177,,1,1,0.5,0
NUEZ MOSCADA - BLISTER X2,Unidad,ESPECIAS,1,7791885413308,1539,BIOMEGA,3500,,178,,1,3,1,1
OREGANO,Kilogramo,ESPECIAS,2.6,8013320236341,5550,BIOMEGA,12000,,179,,1,1,0.5,0
PEREJIL,Kilogramo,ESPECIAS,3,7863768219595,5780,BIOMEGA,12000,,180,,1,1,0.5,0
PIMENTON,Kilogramo,ESPECIAS,6,8001839203022,5103.15,BIOMEGA,12000,,181,,1,1,0.5,0
PIMENTON AHUMADO,Kilogramo,ESPECIAS,1,8631414191712,4825,BIOMEGA,12000,,182,,1,1,0.5,0
PIMIENTA BLANCA EN GRANO,Kilogramo,ESPECIAS,2.5,7981513921330,25840,PUNTO CANDY,36000,,183,,1,1,0.5,0
PIMIENTA BLANCA MOLIDA,Kilogramo,ESPECIAS,1,7950062615885,32155,PUNTO CANDY,46000,,184,,1,1,0.5,0
PIMIENTA NEGRA EN GRANO,Kilogramo,ESPECIAS,1.5,8694713999328,17120,PUNTO CANDY,26000,,185,,1,1,0.5,0
PIMIENTA NEGRA MOLIDA,Kilogramo,ESPECIAS,2,8618661112905,14270,MAITEN,24000,,186,,1,1,0.5,0
PROVENZAL,Kilogramo,ESPECIAS,2.4,8521043553138,5250,BIOMEGA,12000,,187,,1,1,0.5,0
ROMERO,Kilogramo,ESPECIAS,1,8084508518177,8040,PUNTO CANDY,19000,,188,,1,1,0.5,0
TOMATE DESHIDRATADO,Kilogramo,ESPECIAS,1,8558771522679,12190,AVELLAN,24000,,189,,1,2,1,0
ALCACHOFA,Kilogramo,HERBOLARIA,1.57,8451291842732,4290,MAITEN,9600,,190,,1,1,0.5,0
ALCANFOR,Kilogramo,HERBOLARIA,0.76,8495683236914,10270,PUNTO CANDY,19000,,191,,1,1,0.5,0
AMBAY,Kilogramo,HERBOLARIA,0.16,8172025916580,6930,MAITEN,12000,,192,,1,1,0.5,0
ANIS ESTRELLADO,Kilogramo,HERBOLARIA,0.37,8127788422199,39132,ORGANICA,56000,,193,,1,1,0.5,0
ARNICA,Kilogramo,HERBOLARIA,0.24,8303734216900,25000,MERCADO LIBRE,50000,,194,,1,1,0.5,0
BOLDO,Kilogramo,HERBOLARIA,0.77,7874822144791,20600,MAITEN,35000,,195,,1,1,0.5,0
CANELA EN RAMA,Kilogramo,HERBOLARIA,0.98,8600927637413,15600,ORGANICA,25000,,196,,1,1,0.5,0
CARQUEJA,Kilogramo,HERBOLARIA,0.68,8448900878411,6103,ORGANICA,12000,,197,,1,1,0.5,0
CEDRON,Kilogramo,HERBOLARIA,0.65,8485511780948,15574,ORGANICA,25000,,198,,1,1,0.5,0
CHACHACOMA,Kilogramo,HERBOLARIA,0.9,7993605467596,16000,MERCADO LIBRE,25000,,199,,1,1,0.5,0
COLA DE CABALLO,Kilogramo,HERBOLARIA,0.55,8750737381461,6750,MAITEN,13000,,200,,1,1,0.5,0
DIENTE DE LEON,Kilogramo,HERBOLARIA,1.02,8211541676254,7733,ORGANICA,15000,,201,,1,1,0.5,0
EUCALIPTUS,Kilogramo,HERBOLARIA,0.93,7969287208000,6240,MAITEN,14000,,202,,1,1,0.5,0
HIBISCUS,Kilogramo,HERBOLARIA,0.37,8109120978076,43600,BIOMEGA,70000,,203,,1,1,0.5,0
